field,region,land_type,fertility_score,season,crop,crop_predecessor,area,hybrid,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph,soil,key,yield_plan_full
62.23.03.006.03,Рязань,пашня,4.0,2023,Соя,"Залежь, лес",58.79,Пруденс,Свои,минимальная,1.7,50.01,211.61,3.19,5.38,Серые лесные,"(2023, '62.23.03.006.03')",0.5
62.23.03.007.01,Рязань,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",196.18,Калькюль,Покупные,минимальная,3.9,72.16,223.42,5.59,5.4,Серые лесные,"(2023, '62.23.03.007.01')",1.0
62.23.03.007.02,Рязань,пашня,3.0,2023,"Залежь, лес","Залежь, лес",54.03,(нет сорта),Покупные,минимальная,2.0,72.16,223.42,5.59,5.4,Серые лесные,"(2023, '62.23.03.007.02')",1.0
62.23.03.008.01,Рязань,пашня,4.0,2023,Чечевица,"Залежь, лес",109.0,Рэдбоу,Свои,минимальная,1.9,94.63,189.27,5.9,5.57,Серые лесные,"(2023, '62.23.03.008.01')",0.5
62.23.03.008.02,Рязань,пашня,4.0,2023,Пар,"Залежь, лес",7.63,(нет сорта),Покупные,минимальная,2.0,94.63,189.27,5.9,5.57,Серые лесные,"(2023, '62.23.03.008.02')",1.0
62.23.03.009.01,Рязань,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",20.34,Маргрет,Свои,минимальная,3.9,100.18,280.06,6.38,5.36,Серые лесные,"(2023, '62.23.03.009.01')",0.25
62.23.03.009.02,Рязань,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",59.95,Калькюль,Покупные,минимальная,3.9,100.18,280.06,6.38,5.36,Серые лесные,"(2023, '62.23.03.009.02')",0.75
62.23.03.009.03,Рязань,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",24.39,Маргрет,Свои,минимальная,3.9,100.18,280.06,6.38,5.36,Серые лесные,"(2023, '62.23.03.009.03')",0.5
62.23.03.010.00,Рязань,пашня,4.0,2023,Подсолнечник,"Залежь, лес",213.81,Суберик,Покупные,минимальная,2.46,0.0,0.0,0.0,0.0,Серые лесные,"(2023, '62.23.03.010.00')",1.0
62.23.06.001.01,Рязань,пашня,4.0,2023,Кукуруза корнаж,"Залежь, лес",2.0,П 7043,Покупные,минимальная,5.49,134.64,242.34,4.29,5.03,Серые лесные,"(2023, '62.23.06.001.01')",0.25
62.23.06.001.02,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",98.4,П 7043,Покупные,минимальная,5.8,134.64,242.34,4.29,5.03,Серые лесные,"(2023, '62.23.06.001.02')",1.0
62.23.06.002.00,Рязань,пашня,4.0,2023,Пар,"Залежь, лес",341.12,(нет сорта),Покупные,минимальная,2.0,165.34,233.4,5.59,5.37,Серые лесные,"(2023, '62.23.06.002.00')",1.0
62.23.06.003.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",86.12,Сарга,Покупные,минимальная,3.83,148.77,189.5,4.43,5.38,Серые лесные,"(2023, '62.23.06.003.00')",0.75
62.23.06.004.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",179.35,Бирюза,Свои,минимальная,4.9,170.16,146.34,4.58,5.77,Серые лесные,"(2023, '62.23.06.004.00')",1.0
62.23.06.005.00,Рязань,пашня,4.0,2023,Оз.пшеница мягкая,"Залежь, лес",85.83,Безостая 100,Покупные,минимальная,4.9,163.57,162.58,4.59,5.91,Серые лесные,"(2023, '62.23.06.005.00')",0.75
62.23.06.006.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",92.3,Сарга,Покупные,минимальная,3.83,295.37,168.3,4.49,5.72,Серые лесные,"(2023, '62.23.06.006.00')",0.75
62.23.06.007.00,Рязань,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",156.76,Компетенс,Покупные,минимальная,6.38,110.84,111.6,4.88,5.37,Серые лесные,"(2023, '62.23.06.007.00')",1.0
62.23.06.008.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",34.76,Сарга,Покупные,минимальная,3.83,86.9,80.67,4.95,5.35,Серые лесные,"(2023, '62.23.06.008.00')",0.5
62.23.06.009.01,Рязань,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",3.0,РОСС-195,Покупные,минимальная,6.38,78.43,107.14,4.86,5.74,Серые лесные,"(2023, '62.23.06.009.01')",0.25
62.23.06.009.02,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",33.23,РОСС-195,Покупные,минимальная,5.8,78.43,107.14,4.86,5.74,Серые лесные,"(2023, '62.23.06.009.02')",0.5
62.23.06.010.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",1.93,Артемида,Покупные,минимальная,3.83,492.03,276.1,6.6,6.6,Серые лесные,"(2023, '62.23.06.010.00')",0.25
62.23.06.011.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",2.59,Артемида,Покупные,минимальная,3.83,349.14,742.5,6.27,5.17,Серые лесные,"(2023, '62.23.06.011.00')",0.25
62.23.06.012.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",3.46,Артемида,Покупные,минимальная,3.83,298.43,371.8,5.5,5.5,Серые лесные,"(2023, '62.23.06.012.00')",0.25
62.23.06.013.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",4.51,Артемида,Покупные,минимальная,3.83,326.37,220.0,6.16,5.06,Серые лесные,"(2023, '62.23.06.013.00')",0.25
62.23.06.014.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",3.76,Артемида,Покупные,минимальная,3.83,382.58,413.6,4.95,6.6,Серые лесные,"(2023, '62.23.06.014.00')",0.25
62.23.06.020.01,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",8.0,РОСС-195,Покупные,минимальная,5.8,243.65,385.0,5.5,5.39,Серые лесные,"(2023, '62.23.06.020.01')",0.25
62.23.06.020.02,Рязань,пашня,3.0,2023,Пар,"Залежь, лес",2.15,(нет сорта),Покупные,минимальная,2.0,243.65,385.0,5.5,5.39,Серые лесные,"(2023, '62.23.06.020.02')",1.0
62.23.06.021.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",23.47,П 7043,Покупные,минимальная,5.8,208.6,304.7,4.4,5.72,Серые лесные,"(2023, '62.23.06.021.00')",0.5
62.23.06.022.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",14.34,П 7043,Покупные,минимальная,5.8,69.47,230.45,4.4,5.23,Серые лесные,"(2023, '62.23.06.022.00')",0.25
62.23.06.023.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",13.29,П 7043,Покупные,минимальная,5.8,72.38,211.2,5.94,5.06,Серые лесные,"(2023, '62.23.06.023.00')",0.25
62.23.06.024.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",13.71,П 7043,Покупные,минимальная,5.8,155.16,245.85,4.95,5.39,Серые лесные,"(2023, '62.23.06.024.00')",0.25
62.23.06.025.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",25.12,РОСС-195,Покупные,минимальная,5.8,144.8,163.9,5.17,5.35,Серые лесные,"(2023, '62.23.06.025.00')",0.5
62.23.06.026.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",20.2,РОСС-195,Покупные,минимальная,5.8,150.63,268.77,4.66,4.73,Серые лесные,"(2023, '62.23.06.026.00')",0.5
62.23.06.027.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",7.79,П 7043,Покупные,минимальная,5.8,357.83,317.9,4.84,5.28,Серые лесные,"(2023, '62.23.06.027.00')",0.25
62.23.06.028.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",47.43,РОСС-195,Покупные,минимальная,5.8,193.71,275.88,4.84,5.41,Серые лесные,"(2023, '62.23.06.028.00')",0.75
62.23.06.030.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",8.52,РОСС-195,Покупные,минимальная,5.8,106.81,220.0,3.85,5.72,Серые лесные,"(2023, '62.23.06.030.00')",0.25
62.23.06.034.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",13.89,РОСС-195,Покупные,минимальная,5.8,82.67,256.85,6.05,5.66,Серые лесные,"(2023, '62.23.06.034.00')",0.25
62.23.06.035.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",12.36,РОСС-195,Покупные,минимальная,5.8,106.7,217.8,4.95,5.83,Серые лесные,"(2023, '62.23.06.035.00')",0.25
62.23.06.036.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",9.36,РОСС-195,Покупные,минимальная,5.8,231.0,390.5,6.16,6.33,Серые лесные,"(2023, '62.23.06.036.00')",0.25
62.23.06.037.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",10.12,РОСС-195,Покупные,минимальная,5.8,72.16,237.6,4.4,5.61,Серые лесные,"(2023, '62.23.06.037.00')",0.25
62.23.06.038.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",10.16,РОСС-195,Покупные,минимальная,5.8,90.97,234.3,6.49,5.39,Серые лесные,"(2023, '62.23.06.038.00')",0.25
62.23.06.039.00,Рязань,пашня,3.0,2023,Кукуруза зерно,"Залежь, лес",12.7,РОСС-195,Покупные,минимальная,5.8,90.31,272.8,4.62,5.39,Серые лесные,"(2023, '62.23.06.039.00')",0.25
62.23.06.040.00,Рязань,пашня,4.0,2023,Кукуруза силос,"Залежь, лес",12.98,Талисман,Покупные,минимальная,6.38,59.62,97.9,3.3,5.72,Серые лесные,"(2023, '62.23.06.040.00')",0.25
62.23.06.041.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",10.59,Сарга,Покупные,минимальная,1.28,101.09,66.0,5.06,5.61,Серые лесные,"(2023, '62.23.06.041.00')",0.25
62.23.06.042.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",5.08,Сарга,Покупные,минимальная,1.28,321.53,644.6,4.4,6.16,Серые лесные,"(2023, '62.23.06.042.00')",0.25
62.23.06.043.00,Рязань,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",43.35,Компетенс,Покупные,минимальная,6.38,203.35,156.38,4.11,5.93,Серые лесные,"(2023, '62.23.06.043.00')",0.75
62.23.06.044.00,Рязань,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",131.03,Компетенс,Покупные,минимальная,6.38,195.3,209.28,4.67,5.51,Серые лесные,"(2023, '62.23.06.044.00')",1.0
62.23.06.045.00,Рязань,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",40.72,Компетенс,Покупные,минимальная,6.38,247.98,90.2,4.62,5.46,Серые лесные,"(2023, '62.23.06.045.00')",0.75
62.23.06.046.00,Рязань,пашня,3.0,2023,Кукуруза силос,"Залежь, лес",18.66,Компетенс,Покупные,минимальная,6.38,182.16,68.75,4.51,5.14,Серые лесные,"(2023, '62.23.06.046.00')",0.5
62.23.06.047.00,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",295.06,Сарга,Покупные,минимальная,3.83,114.35,147.18,5.56,5.3,Серые лесные,"(2023, '62.23.06.047.00')",1.0
62.23.06.048.01,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",34.29,Дельфин,Покупные,минимальная,5.8,100.41,135.67,5.61,6.16,Серые лесные,"(2023, '62.23.06.048.01')",0.5
62.23.06.048.02,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",16.0,Компетенс,Покупные,минимальная,5.8,100.41,135.67,5.61,6.16,Серые лесные,"(2023, '62.23.06.048.02')",0.5
62.23.06.049.00,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",18.54,Дельфин,Покупные,минимальная,5.8,142.5,172.7,6.05,5.39,Серые лесные,"(2023, '62.23.06.049.00')",0.5
62.23.06.050.00,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",50.81,Дельфин,Покупные,минимальная,5.8,129.85,184.49,5.12,5.16,Серые лесные,"(2023, '62.23.06.050.00')",0.75
62.23.06.051.00,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",139.26,Планет,Покупные,минимальная,1.28,183.87,240.17,5.27,5.45,Серые лесные,"(2023, '62.23.06.051.00')",0.5
62.23.06.052.00,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",15.87,РОСС-195,Покупные,минимальная,5.8,276.54,173.25,6.6,5.64,Серые лесные,"(2023, '62.23.06.052.00')",0.5
62.23.06.053.00,Рязань,пашня,4.0,2023,Кукуруза зерно,"Залежь, лес",182.21,Дельфин,Покупные,минимальная,5.8,139.52,183.95,5.87,5.29,Серые лесные,"(2023, '62.23.06.053.00')",1.0
62.23.06.054.00,Рязань,пашня,4.0,2023,Соя,"Залежь, лес",47.39,Волма,Покупные,минимальная,1.7,144.98,166.65,5.06,5.79,Серые лесные,"(2023, '62.23.06.054.00')",0.25
62.23.06.055.01,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",88.24,Планет,Покупные,минимальная,1.28,141.93,198.28,5.6,5.66,Серые лесные,"(2023, '62.23.06.055.01')",0.5
62.23.06.055.02,Рязань,пашня,4.0,2023,Люцерна 1 г.ж.корм,"Залежь, лес",36.0,Сарга,Покупные,минимальная,1.28,141.93,198.28,5.6,5.66,Серые лесные,"(2023, '62.23.06.055.02')",0.25
62.23.06.056.01,Рязань,пашня,4.0,2023,Соя,"Залежь, лес",19.0,Акцент 0852,Покупные,минимальная,1.7,183.41,218.29,5.73,5.47,Серые лесные,"(2023, '62.23.06.056.01')",0.25
62.23.06.056.02,Рязань,пашня,4.0,2023,Соя,"Залежь, лес",51.67,Лидер,Покупные,минимальная,1.7,183.41,218.29,5.73,5.47,Серые лесные,"(2023, '62.23.06.056.02')",0.5
62.23.06.057.01,Рязань,пашня,4.0,2023,Соя,"Залежь, лес",60.01,Памяти Фадеева,Покупные,минимальная,1.7,176.79,202.95,5.82,5.46,Серые лесные,"(2023, '62.23.06.057.01')",0.5
62.23.06.057.02,Рязань,пашня,4.0,2023,Соя,"Залежь, лес",195.37,Аргента,Свои,минимальная,1.7,176.79,202.95,5.82,5.46,Серые лесные,"(2023, '62.23.06.057.02')",0.75
62.23.06.058.00,Рязань,пашня,4.0,2023,Яр.пшеница мягкая,"Залежь, лес",94.43,Ликамеро,Свои,минимальная,3.9,112.04,167.93,4.73,5.85,Серые лесные,"(2023, '62.23.06.058.00')",0.75
62.23.06.059.01,Рязань,пашня,4.0,2023,Люцерна пр.лет корм,"Залежь, лес",134.28,БН 06-18,Покупные,минимальная,3.83,106.05,200.16,4.65,5.89,Серые лесные,"(2023, '62.23.06.059.01')",1.0
62.23.06.059.02,Рязань,пашня,4.0,2023,Яр.ячмень,"Залежь, лес",80.48,Маргрет,Свои,минимальная,3.9,106.05,200.16,4.65,5.89,Серые лесные,"(2023, '62.23.06.059.02')",0.75
